date,bdi,bci,bpi,bsi,bunker_fuel,coal_index,indo_coal_index,dxy,seaborne_volume,mti_india,spot_freight_rate
2025-11-14,2125,2935,1978,1655,648.81,147.37,61.54,105.44,795907,0.351,23156
2025-11-15,2125,2873,2008,1652,654.32,145.29,61.06,105.46,775892,0.345,23042
2025-11-16,2125,2926,2003,1675,651.11,145.17,61.49,105.82,769840,0.341,23191
2025-11-17,2153,2982,2010,1682,650.61,146.27,62.1,105.48,772023,0.342,23340
2025-11-18,2216,3102,2075,1741,655.0,144.84,61.02,105.85,767858,0.342,24050
2025-11-19,2260,3103,2109,1745,659.13,146.16,61.54,105.83,771101,0.346,24670
2025-11-20,2270,3108,2133,1774,657.35,146.65,61.05,105.41,775422,0.347,24540
2025-11-21,2275,3124,2153,1785,648.5,147.13,61.63,105.63,765233,0.337,24418
2025-11-22,2275,3167,2124,1775,650.39,145.82,61.01,106.02,779590,0.345,24543
2025-11-23,2275,3149,2146,1787,656.99,145.74,61.02,105.6,788586,0.352,24792
2025-11-24,2295,3151,2149,1784,650.1,145.08,60.88,105.71,770597,0.341,24644
2025-11-25,2309,3202,2159,1818,652.58,145.14,60.82,105.91,794963,0.353,24762
2025-11-26,2401,3316,2255,1900,655.11,145.75,60.62,105.99,784958,0.35,25880
2025-11-27,2480,3451,2316,1930,649.61,146.36,61.7,105.79,790218,0.349,26660
2025-11-28,2560,3512,2398,1991,653.17,146.91,61.38,105.73,773380,0.344,27526
2025-11-29,2560,3523,2388,2014,647.92,145.2,61.06,106.15,788532,0.347,27335
2025-11-30,2560,3521,2436,2016,650.27,147.49,62.57,106.22,769080,0.34,27341
2025-12-01,2583,3521,2429,2008,653.27,145.73,60.93,106.08,788898,0.35,27777
2025-12-02,2600,3597,2434,2023,646.34,145.98,60.55,105.91,781693,0.344,27582
2025-12-03,2845,3934,2678,2216,653.22,145.24,60.91,105.74,785469,0.349,30229
2025-12-04,2814,3883,2643,2179,651.36,143.56,60.63,105.75,768127,0.34,29905
2025-12-05,2727,3756,2560,2116,653.1,146.86,62.27,106.03,770861,0.342,29101
2025-12-06,2727,3721,2573,2115,651.69,146.7,61.25,106.01,785697,0.348,29032
2025-12-07,2727,3751,2575,2118,655.41,145.67,61.33,106.22,770137,0.343,29104
2025-12-08,2694,3707,2524,2101,650.79,146.0,61.18,106.07,784132,0.347,28532
2025-12-09,2557,3505,2395,1997,648.56,146.43,61.47,105.65,765691,0.338,27260
2025-12-10,2430,3349,2280,1914,650.19,144.33,61.41,106.17,787691,0.348,26163
2025-12-11,2294,3178,2122,1777,651.36,145.34,60.59,105.76,766714,0.34,24690
2025-12-12,2205,3099,2050,1732,649.32,146.64,61.66,105.89,784376,0.346,23895
2025-12-13,2205,3048,2093,1717,648.98,144.57,60.86,106.02,784906,0.346,23921
2025-12-14,2205,3051,2097,1719,646.05,146.08,61.68,106.38,771463,0.339,23788
2025-12-15,2193,3024,2058,1719,645.86,144.4,60.68,106.6,784016,0.344,23730
2025-12-16,2204,2984,2080,1706,642.93,146.19,61.49,106.11,780549,0.341,23695
2025-12-17,2121,2926,1998,1659,653.62,145.65,61.06,105.95,772288,0.343,23091
2025-12-18,2071,2860,1993,1617,642.79,144.04,60.58,106.1,767307,0.335,22483
2025-12-19,2023,2866,1918,1584,644.37,146.78,61.54,106.17,757467,0.332,21982
2025-12-20,2023,2786,1900,1581,643.91,144.84,61.02,105.93,780275,0.342,21960
2025-12-21,2023,2801,1887,1607,649.19,144.72,60.67,106.36,760799,0.336,22070
2025-12-22,1979,2730,1836,1536,644.66,145.68,61.3,106.05,777053,0.341,21637
2025-12-23,1889,2572,1779,1467,649.68,146.58,61.55,106.1,773103,0.342,20601
2025-12-24,1877,2625,1753,1457,642.57,144.37,60.97,106.13,782151,0.342,20644
2025-12-25,1877,2613,1743,1457,645.51,145.39,61.05,106.08,771946,0.339,20551
2025-12-26,1877,2614,1755,1456,641.22,145.7,60.66,106.17,771263,0.336,20541
2025-12-27,1877,2563,1748,1478,651.26,145.91,61.66,105.87,781453,0.346,20781
2025-12-28,1877,2632,1790,1481,639.19,145.34,60.77,105.88,777046,0.338,20378
2025-12-29,1877,2548,1778,1457,644.02,144.73,60.59,105.77,776403,0.34,20505
2025-12-30,1877,2608,1764,1454,644.75,144.21,60.39,106.08,777466,0.341,20553
2025-12-31,1877,2656,1787,1470,643.57,145.06,61.34,106.14,756934,0.331,20454
2026-01-01,1877,2561,1766,1457,641.05,143.83,59.77,106.08,779360,0.34,20660
2026-01-02,1882,2580,1756,1476,640.83,141.92,60.55,106.32,777405,0.339,20495
2026-01-03,1882,2600,1792,1470,641.01,145.2,61.3,105.98,760587,0.332,20491
2026-01-04,1882,2582,1777,1450,639.92,145.6,61.22,106.11,767773,0.334,20546
2026-01-05,1851,2508,1724,1462,643.37,142.26,59.73,105.75,769267,0.337,20188
2026-01-06,1830,2527,1717,1449,647.31,143.54,60.37,105.88,767747,0.338,20103
2026-01-07,1776,2419,1656,1378,637.18,145.09,61.09,106.09,771848,0.334,19474
2026-01-08,1718,2385,1594,1335,633.91,146.45,61.7,106.12,782228,0.337,18819
2026-01-09,1688,2302,1601,1320,637.95,144.33,60.79,105.88,778124,0.338,18602
2026-01-10,1688,2376,1615,1321,646.85,143.5,60.3,105.92,753562,0.331,18657
2026-01-11,1688,2306,1566,1325,634.57,143.96,60.4,105.62,772270,0.333,18421
2026-01-12,1659,2280,1568,1318,642.68,145.43,61.04,105.85,778692,0.34,18422
2026-01-13,1608,2243,1502,1252,642.37,143.32,60.14,106.09,768610,0.336,18013
2026-01-14,1566,2124,1465,1212,634.12,143.08,60.43,106.02,774980,0.334,17340
2026-01-15,1532,2121,1431,1178,637.6,143.3,60.36,105.99,783508,0.34,17095
2026-01-16,1567,2202,1460,1213,640.86,142.74,59.07,105.89,772925,0.337,17508
2026-01-17,1567,2114,1474,1222,633.39,143.72,60.56,105.87,764473,0.329,17215
2026-01-18,1567,2168,1461,1244,633.56,145.13,61.01,105.73,771710,0.332,17468
2026-01-19,1650,2285,1555,1281,631.8,143.73,60.36,105.99,761977,0.327,18120
2026-01-20,1729,2409,1625,1351,629.84,143.05,59.96,105.92,760024,0.326,18982
2026-01-21,1803,2451,1691,1406,630.67,142.91,60.36,105.92,755517,0.324,19524
2026-01-22,1761,2391,1642,1388,628.22,141.54,59.73,105.71,773900,0.331,19312
2026-01-23,1762,2447,1648,1405,632.18,143.88,60.2,105.37,749306,0.322,19253
2026-01-24,1762,2440,1668,1368,628.93,142.82,60.11,106.01,772028,0.33,19226
2026-01-25,1762,2439,1664,1368,632.01,142.61,59.6,105.68,760907,0.327,19229
2026-01-26,1780,2467,1659,1401,625.31,145.87,60.85,105.59,741109,0.315,19225
2026-01-27,1999,2738,1881,1567,631.48,142.87,59.82,105.88,757963,0.325,21625
2026-01-28,2016,2789,1906,1595,632.81,141.71,59.78,105.65,732461,0.315,21682
2026-01-29,2002,2772,1857,1569,622.48,141.92,59.89,105.93,758881,0.321,21262
2026-01-30,2148,2943,2027,1671,630.34,143.39,60.38,105.82,760635,0.326,22896
2026-01-31,2148,3020,2009,1683,632.91,142.24,59.96,105.82,745007,0.321,22984
2026-02-01,2148,2978,2028,1689,623.96,140.57,59.19,105.39,751304,0.319,22894
2026-02-02,2124,2895,1985,1667,633.63,142.81,59.79,105.89,768741,0.331,22811
2026-02-03,2028,2818,1879,1588,628.83,141.11,59.4,105.68,743264,0.318,21846
2026-02-04,1955,2669,1813,1538,624.49,143.53,60.52,105.54,736847,0.313,20793
2026-02-05,1936,2695,1821,1524,626.36,142.62,60.13,105.63,761360,0.324,20846
2026-02-06,1923,2688,1812,1517,628.1,140.97,59.56,105.22,765269,0.327,20598
2026-02-07,1923,2629,1794,1508,626.02,142.58,60.1,105.64,744772,0.317,20733
2026-02-08,1923,2683,1817,1498,627.25,141.24,59.43,105.33,753935,0.322,20703
2026-02-09,1895,2627,1756,1480,621.75,141.91,59.92,105.25,756314,0.32,20385
2026-02-10,1882,2622,1768,1482,625.19,141.41,59.38,105.2,734547,0.312,20166
2026-02-11,1958,2759,1822,1517,619.27,139.96,58.52,105.7,736186,0.31,20997
2026-02-12,2095,2884,1960,1639,623.45,140.04,58.77,105.33,752408,0.319,22423
2026-02-13,2083,2852,1959,1620,620.31,141.58,59.24,105.75,756004,0.319,22226
2026-02-14,2083,2848,1945,1625,620.54,140.09,58.64,105.31,743833,0.314,22150
2026-02-15,2083,2850,1952,1640,627.09,139.9,58.71,105.06,728451,0.311,22283
2026-02-16,2100,2896,1989,1640,626.23,139.22,58.23,105.15,756159,0.322,22383
2026-02-17,2095,2901,1961,1635,624.2,140.47,58.91,105.6,730014,0.31,22379
2026-02-18,2063,2855,1952,1593,617.91,141.98,59.06,105.3,731004,0.307,22030
2026-02-19,2019,2811,1881,1584,620.3,138.72,58.33,105.2,736805,0.311,21600
2026-02-20,2043,2820,1928,1601,625.33,139.68,58.67,105.32,747947,0.318,21790
2026-02-21,2043,2863,1942,1619,621.26,140.94,58.95,105.36,739965,0.313,21801
2026-02-22,2043,2811,1883,1590,628.58,139.31,58.71,105.46,734591,0.314,21772
2026-02-23,2112,2996,1973,1650,621.53,139.71,58.96,105.5,734089,0.31,22488
2026-02-24,2129,2957,2010,1664,620.54,138.07,57.51,105.12,728902,0.308,22624
2026-02-25,2121,2901,1991,1673,618.5,139.43,58.33,104.9,733057,0.308,22332
2026-02-26,2117,2889,1996,1650,619.77,138.68,58.01,105.06,701187,0.296,22314
2026-02-27,2140,2968,2003,1673,618.49,139.72,58.4,105.17,722522,0.304,22628
2026-02-28,2140,2946,2013,1676,621.24,139.79,58.96,104.9,726905,0.307,22677
2026-03-01,2140,2975,2009,1671,621.86,141.06,59.19,104.87,711983,0.301,22587
2026-03-02,2187,3032,2073,1701,615.51,138.91,58.26,105.1,726358,0.304,23105
2026-03-03,2242,3092,2111,1751,613.36,138.53,57.58,105.0,719451,0.3,23589
2026-03-04,2233,3056,2104,1755,611.36,138.26,58.26,104.99,738050,0.307,23468
2026-03-05,2138,2905,2004,1655,619.35,137.58,57.41,104.8,735226,0.31,22609
2026-03-06,2010,2760,1882,1569,613.49,138.14,58.04,104.88,713838,0.298,21361
2026-03-07,2010,2799,1883,1559,609.61,137.37,57.78,104.72,715988,0.297,21353
2026-03-08,2010,2780,1895,1582,618.31,137.7,58.24,105.05,715758,0.301,21316
2026-03-09,2066,2814,1936,1593,625.49,138.72,57.87,105.05,710983,0.302,21959
2026-03-10,1919,2653,1808,1490,616.57,136.26,56.32,104.45,716454,0.3,20470
2026-03-11,1926,2669,1842,1507,619.35,138.27,58.13,104.6,705925,0.297,20496
2026-03-12,2028,2772,1919,1601,616.55,138.32,58.63,104.46,701209,0.294,21467
2026-03-13,2028,2803,1901,1581,615.76,136.75,57.81,104.6,717751,0.301,21557
2026-03-14,2028,2800,1924,1575,619.18,134.62,56.6,104.69,716831,0.302,21396
2026-03-15,2028,2764,1900,1604,614.82,136.0,56.97,104.38,701506,0.293,21556
2026-03-16,2038,2823,1885,1572,616.65,137.77,58.11,104.46,717519,0.301,21614
2026-03-17,2024,2810,1887,1552,616.73,136.32,56.96,104.41,701270,0.294,21408
2026-03-18,2064,2881,1912,1615,613.16,135.22,56.94,104.62,709141,0.296,21789
2026-03-19,2057,2870,1928,1598,618.88,135.58,57.1,104.57,713840,0.3,21818
2026-03-20,2056,2796,1933,1591,614.71,136.8,57.77,104.38,704331,0.294,21591
2026-03-21,2056,2809,1958,1612,612.6,136.37,58.1,104.53,708250,0.295,21825
2026-03-22,2056,2853,1938,1607,617.06,135.46,57.01,104.35,697579,0.293,21760
2026-03-23,2037,2826,1911,1582,611.98,135.2,56.63,104.38,699823,0.291,21527
2026-03-24,1989,2760,1882,1536,615.18,135.05,56.71,104.73,698779,0.292,21143
2026-03-25,2001,2877,1848,1571,615.01,134.4,55.92,104.64,692427,0.29,21092
2026-03-26,2014,2796,1897,1579,618.82,136.81,57.25,104.08,697185,0.293,21404
2026-03-27,2031,2837,1921,1583,616.67,134.75,56.47,104.47,682533,0.286,21453
2026-03-28,2031,2831,1887,1606,614.91,136.16,57.03,104.44,692181,0.289,21532
2026-03-29,2031,2822,1926,1571,617.87,136.34,57.31,104.01,693322,0.291,21342
2026-03-30,2017,2774,1901,1555,619.88,135.7,56.75,104.37,692695,0.292,21398
2026-03-31,1995,2776,1869,1548,617.0,134.15,56.68,104.49,691934,0.29,21094
2026-04-01,2030,2778,1918,1583,615.11,134.86,56.64,103.92,692831,0.29,21496
2026-04-02,2066,2844,1976,1614,610.53,134.32,56.41,103.93,697350,0.29,21791
2026-04-03,2066,2837,1945,1609,611.45,133.32,55.9,104.29,700416,0.291,21714
2026-04-04,2066,2854,1946,1616,614.17,134.43,56.51,104.1,684295,0.286,21729
2026-04-05,2066,2921,1935,1596,613.18,132.81,56.03,104.13,677891,0.283,21750
2026-04-06,2095,2835,1957,1651,614.74,135.06,56.47,104.05,678642,0.284,21998
2026-04-07,2095,2912,1982,1633,615.68,133.3,55.79,104.03,683338,0.286,22159
2026-04-08,2139,2903,1998,1682,617.44,133.85,56.13,103.65,683847,0.287,22524
2026-04-09,2161,2968,2032,1690,615.45,133.82,55.8,104.1,678832,0.284,22497
2026-04-10,2201,3070,2062,1722,617.52,133.17,55.69,104.09,672745,0.282,23113
2026-04-11,2201,3039,2076,1724,616.18,133.91,56.1,103.77,680329,0.285,23055
2026-04-12,2201,3005,2074,1722,609.18,132.74,56.01,103.78,685899,0.284,22909
2026-04-13,2250,3084,2131,1763,612.95,133.98,56.35,103.45,689239,0.287,23487
2026-04-14,2354,3269,2205,1852,615.9,131.65,55.35,103.82,676928,0.284,24646
2026-04-15,2484,3406,2331,1940,612.33,133.02,56.12,103.8,677597,0.282,25967
2026-04-16,2567,3549,2398,2011,618.85,134.73,56.55,103.64,671696,0.283,26796
2026-04-17,2567,3544,2406,2001,622.29,131.69,55.43,103.85,679894,0.288,26790
2026-04-18,2567,3523,2419,2020,621.39,131.92,55.38,103.52,670981,0.284,26846
2026-04-19,2567,3607,2424,1994,616.58,133.01,55.94,103.67,684465,0.287,26721
2026-04-20,2633,3653,2461,2075,622.76,132.58,55.51,103.32,660155,0.28,27405
2026-04-21,2640,3582,2495,2059,618.29,132.66,54.99,103.48,673709,0.283,27390
2026-04-22,2675,3697,2535,2069,616.81,132.7,55.69,103.42,679620,0.285,27675
2026-04-23,2665,3658,2511,2080,616.09,132.76,56.19,103.47,677762,0.284,27672
2026-04-24,2665,3703,2533,2071,617.42,133.14,56.2,103.31,702182,0.295,27781
2026-04-25,2665,3654,2493,2089,617.37,132.36,55.88,103.33,678090,0.285,27717
2026-04-26,2665,3674,2486,2071,619.59,131.62,55.65,103.49,663904,0.28,27699
2026-04-27,2666,3694,2479,2074,619.83,132.45,55.66,103.2,672355,0.283,27683
2026-04-28,2677,3720,2539,2065,619.56,133.59,56.17,102.93,654926,0.276,27882
2026-04-29,2670,3649,2520,2077,621.36,131.48,55.04,103.57,671274,0.284,27718
2026-04-30,2730,3757,2565,2100,624.29,130.56,54.74,103.46,663154,0.282,28507
2026-05-01,2730,3753,2570,2110,623.75,132.56,55.86,102.9,680057,0.288,28384
2026-05-02,2730,3748,2549,2139,615.54,131.26,55.49,103.26,664840,0.278,28249
2026-05-03,2730,3820,2603,2139,612.11,129.13,54.19,102.99,668614,0.278,28146
2026-05-04,2832,3920,2664,2214,624.64,132.08,55.34,103.11,662885,0.282,29414
2026-05-05,2832,3870,2664,2197,616.91,130.63,54.86,103.08,686103,0.288,29454
2026-05-06,2991,4155,2822,2332,621.25,131.0,55.2,102.94,664991,0.281,31012
2026-05-07,2978,4173,2807,2323,618.28,131.36,54.74,102.8,686031,0.288,30911
2026-05-08,2978,4141,2803,2309,616.42,131.15,54.39,102.79,675364,0.283,30828
2026-05-09,2978,4064,2787,2341,624.97,131.61,55.11,102.71,671575,0.285,30822
2026-05-10,2978,4095,2806,2333,626.09,130.4,54.4,102.69,669988,0.285,30899
2026-05-11,3001,4179,2849,2338,621.78,131.29,54.99,102.82,669800,0.283,31023
2026-05-12,3063,4206,2899,2389,615.1,130.47,54.75,102.65,646162,0.27,31655
2026-05-13,3189,4414,3022,2490,622.64,131.41,55.06,102.9,662241,0.28,32840
2026-05-14,3151,4372,2954,2433,626.3,131.23,55.55,103.03,673088,0.287,32712
2026-05-15,3151,4321,2947,2455,620.14,129.63,54.54,102.59,663770,0.28,32599
2026-05-16,3151,4347,2960,2450,626.35,131.61,55.37,102.72,649845,0.277,32744
2026-05-17,3151,4251,2963,2446,626.05,129.94,54.76,102.74,663026,0.282,32583
2026-05-18,3092,4236,2923,2408,628.53,131.24,54.78,102.7,680260,0.291,32164
2026-05-19,3054,4207,2845,2404,627.33,130.75,55.23,102.59,675373,0.288,31886
2026-05-20,3005,4109,2848,2352,623.91,132.19,55.5,102.69,661984,0.281,31095
2026-05-21,2964,4139,2784,2305,631.92,130.09,54.84,102.61,671836,0.289,30761
2026-05-22,2991,4085,2805,2340,627.59,129.92,54.24,102.24,658389,0.281,30906
2026-05-23,2991,4114,2796,2350,628.47,130.22,54.23,102.63,644764,0.276,31103
2026-05-24,2991,4132,2787,2344,625.72,129.91,54.81,102.6,652322,0.278,30867
2026-05-25,3085,4301,2912,2407,627.86,130.98,55.12,102.24,676977,0.289,31991
2026-05-26,3085,4214,2901,2399,626.74,128.54,53.72,102.37,658406,0.281,32006
2026-05-27,3124,4346,2917,2445,629.67,129.07,53.95,102.47,658525,0.282,32413
2026-05-28,3226,4452,3013,2521,636.69,129.04,54.53,102.26,657791,0.285,33545
2026-05-29,3224,4420,3026,2525,626.34,131.04,54.68,102.49,679677,0.289,33387
2026-05-30,3224,4463,3056,2522,625.93,131.78,55.84,102.72,676759,0.288,33462
2026-05-31,3224,4455,3027,2527,637.16,129.95,54.31,102.06,682566,0.296,33469
2026-06-01,3222,4428,3006,2507,631.72,129.87,54.74,101.91,658684,0.283,33342
2026-06-02,3205,4425,3009,2516,630.55,130.1,54.54,102.22,663144,0.284,33155
2026-06-03,3124,4300,2932,2439,636.98,131.18,55.28,102.28,644950,0.279,32551
2026-06-04,2981,4117,2762,2350,631.66,129.08,54.05,102.06,674832,0.29,31124
2026-06-05,2981,4134,2801,2317,640.62,130.24,54.65,102.37,648348,0.282,31174
2026-06-06,2981,4161,2799,2346,637.04,130.98,55.02,101.78,662172,0.287,31206
2026-06-07,2981,4077,2813,2328,633.41,130.5,54.51,102.16,649028,0.28,30938
2026-06-08,2916,4088,2769,2267,643.11,130.19,54.9,101.88,654124,0.286,30682
2026-06-09,2818,3830,2666,2192,633.88,131.01,54.87,102.31,651670,0.281,29559
2026-06-10,2771,3819,2601,2158,639.04,127.31,53.4,102.34,654010,0.284,29116
2026-06-11,2729,3784,2549,2134,637.94,130.7,54.6,101.76,654760,0.284,28771
2026-06-12,2729,3774,2604,2135,641.89,129.38,53.57,101.78,654747,0.286,28558
2026-06-13,2729,3747,2566,2122,643.24,128.21,53.79,102.04,668659,0.292,28693
2026-06-14,2729,3760,2565,2128,638.32,130.57,55.56,101.76,649390,0.282,28566
2026-06-15,2720,3739,2556,2147,636.01,131.45,55.44,101.81,662773,0.287,28584
2026-06-16,2670,3667,2513,2103,640.7,129.96,54.58,101.8,672892,0.293,28039
2026-06-17,2653,3687,2492,2075,637.15,131.07,54.97,101.38,655743,0.284,27930
2026-06-18,2659,3680,2491,2074,647.0,131.75,55.34,101.74,653874,0.288,28188
2026-06-19,2722,3736,2550,2125,640.86,131.48,55.39,101.58,658942,0.287,28667
2026-06-20,2722,3783,2558,2131,639.53,131.83,55.01,101.6,673256,0.293,28643
2026-06-21,2722,3766,2551,2111,641.88,130.97,55.34,101.96,663627,0.29,28560
2026-06-22,2684,3728,2512,2090,636.94,130.33,54.95,101.4,656617,0.284,28104
2026-06-23,2667,3699,2509,2060,638.67,128.69,54.27,101.79,667028,0.29,28153
2026-06-24,2634,3610,2472,2059,646.68,130.08,54.77,101.55,651442,0.286,27882
2026-06-25,2591,3559,2458,2029,640.59,129.52,54.4,101.53,669570,0.292,27336
2026-06-26,2524,3506,2333,1963,639.64,132.58,55.89,101.72,667150,0.29,26625
2026-06-27,2524,3501,2389,1988,645.58,130.28,54.9,101.61,660309,0.29,26576
2026-06-28,2524,3482,2391,1954,648.25,130.62,54.75,101.64,655340,0.289,26684
2026-06-29,2490,3440,2309,1925,647.01,131.1,54.89,101.7,655214,0.288,26567
2026-06-30,2501,3490,2346,1953,648.37,130.64,54.9,101.42,669799,0.295,26469
2026-07-01,2562,3518,2403,2011,642.62,132.34,56.05,101.34,677127,0.296,27114
